SN,Total Feedback Given,Total Configured,Questions,Weightage 1,Weightage 2,Weightage 3,Weightage 4,Weightage 5,Average/ Percentage,Course Name,Basic Course,Numeric_Rating,Feedback_Text,Sentiment_Score,Sentiment_Type
20,39,331,The overall quality of the teaching-learning process in your institute is very good.,1,5,4,14,15,3.95 / 78.97,TYBCOM,BACHELOR OF COMMERCE,3.95,"The college is okay with The overall quality of the teaching-learning process in your institute is very good., but needs improvement.",0.47,Positive
1,4,105,How much of the syllabus was covered in the class?,0,0,3,0,1,3.50 / 70.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.5,"The college is okay with How much of the syllabus was covered in the class?, but needs improvement.",0.35,Positive
2,4,105,How well did the teachers prepare for the classes?,0,0,0,3,1,4.25 / 85.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.25,Excellent work on How well did the teachers prepare for the classes?. Very satisfied.,0.825,Positive
3,4,105,How well were the teachers able to communicate?,0,0,0,3,1,4.25 / 85.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.25,Excellent work on How well were the teachers able to communicate?. Very satisfied.,0.7166666666666667,Positive
4,4,105,The teachers approach to teaching can best be described as,0,0,3,0,1,3.50 / 70.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.5,"The college is okay with The teachers approach to teaching can best be described as, but needs improvement.",0.75,Positive
5,4,105,Fairness of the internal evaluation process by the teachers.,0,0,1,2,1,4.00 / 80.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0,Excellent work on Fairness of the internal evaluation process by the teachers.. Very satisfied.,0.5499999999999999,Positive
6,4,105,Was your performance in assignments discussed with you?,0,0,2,0,2,4.00 / 80.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0,Excellent work on Was your performance in assignments discussed with you?. Very satisfied.,0.825,Positive
7,4,105,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,2,1,1,3.75 / 75.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.75,"The college is okay with The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students., but needs improvement.",0.18333333333333335,Positive
8,4,105,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,1,1,1,3.50 / 70.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.5,"The college is okay with The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth., but needs improvement.",0.17777777777777778,Positive
9,4,105,The institution provides multiple opportunities to learn and grow.,0,0,0,3,1,4.25 / 85.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.25,Excellent work on The institution provides multiple opportunities to learn and grow.. Very satisfied.,0.5499999999999999,Positive
10,4,105,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,1,2,4.25 / 85.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.25,"Excellent work on Teachers inform you about your expected competencies, course outcomes and program
outcomes.. Very satisfied.",0.5166666666666667,Positive
11,4,105,Your mentor does a necessary follow-up with an assigned task to you.,3,0,0,0,1,2.00 / 40.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,2.0,Unsatisfied with Your mentor does a necessary follow-up with an assigned task to you.. Action needed immediately.,0.05,Neutral
12,4,105,The teachers illustrate the concepts through examples and applications.,0,0,0,1,3,4.75 / 95.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.75,Excellent work on The teachers illustrate the concepts through examples and applications.. Very satisfied.,0.825,Positive
13,4,105,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,3,0,1,3.50 / 70.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.5,"The college is okay with The teachers identify your strengths and encourage you to provide the proper level of challenges., but needs improvement.",0.25,Positive
14,4,105,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,0,1,3,4.75 / 95.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.75,Excellent work on Teachers are able to identify your weaknesses and help you to overcome them.. Very satisfied.,0.7166666666666667,Positive
15,4,105,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,0,4.00 / 80.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0,"Excellent work on The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.. Very satisfied.",0.825,Positive
16,4,105,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,0,2,1,3.75 / 75.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.75,"The college is okay with The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences., but needs improvement.",0.25,Positive
17,4,105,Teachers encourage you to participate in extracurricular activities.,0,0,0,3,1,4.25 / 85.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.25,Excellent work on Teachers encourage you to participate in extracurricular activities.. Very satisfied.,0.825,Positive
18,4,105,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,2,1,4.00 / 80.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0,"Excellent work on Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.. Very satisfied.",0.48750000000000004,Positive
19,4,105,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,2,0,1,3.00 / 60.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.0,"The college is okay with What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?, but needs improvement.",0.25,Positive
20,4,105,The overall quality of the teaching-learning process in your institute is very good.,0,1,0,2,1,3.75 / 75.00,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.75,"The college is okay with The overall quality of the teaching-learning process in your institute is very good., but needs improvement.",0.47,Positive
1,9,170,How much of the syllabus was covered in the class?,0,0,0,3,6,4.67 / 93.33,TYBSC ,BACHELOR OF SCIENCE,4.67,Excellent work on How much of the syllabus was covered in the class?. Very satisfied.,0.6166666666666667,Positive
2,9,170,How well did the teachers prepare for the classes?,0,0,0,3,6,4.67 / 93.33,TYBSC ,BACHELOR OF SCIENCE,4.67,Excellent work on How well did the teachers prepare for the classes?. Very satisfied.,0.825,Positive
3,9,170,How well were the teachers able to communicate?,0,0,0,0,9,5.00 / 100.00,TYBSC ,BACHELOR OF SCIENCE,5.0,Excellent work on How well were the teachers able to communicate?. Very satisfied.,0.7166666666666667,Positive
4,9,170,The teachers approach to teaching can best be described as,0,0,0,2,7,4.78 / 95.56,TYBSC ,BACHELOR OF SCIENCE,4.78,Excellent work on The teachers approach to teaching can best be described as. Very satisfied.,0.8833333333333333,Positive
5,9,170,Fairness of the internal evaluation process by the teachers.,0,0,1,2,6,4.56 / 91.11,TYBSC ,BACHELOR OF SCIENCE,4.56,Excellent work on Fairness of the internal evaluation process by the teachers.. Very satisfied.,0.5499999999999999,Positive
6,9,170,Was your performance in assignments discussed with you?,0,0,1,2,6,4.56 / 91.11,TYBSC ,BACHELOR OF SCIENCE,4.56,Excellent work on Was your performance in assignments discussed with you?. Very satisfied.,0.825,Positive
7,9,170,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,1,3,0,4,3.56 / 71.11,TYBSC ,BACHELOR OF SCIENCE,3.56,"The college is okay with The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students., but needs improvement.",0.18333333333333335,Positive
8,9,170,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,3,2,4,4.11 / 82.22,TYBSC ,BACHELOR OF SCIENCE,4.11,"Excellent work on The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.. Very satisfied.",0.4208333333333334,Positive
9,9,170,The institution provides multiple opportunities to learn and grow.,0,0,1,1,7,4.67 / 93.33,TYBSC ,BACHELOR OF SCIENCE,4.67,Excellent work on The institution provides multiple opportunities to learn and grow.. Very satisfied.,0.5499999999999999,Positive
10,9,170,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,0,2,6,4.44 / 88.89,TYBSC ,BACHELOR OF SCIENCE,4.44,"Excellent work on Teachers inform you about your expected competencies, course outcomes and program
outcomes.. Very satisfied.",0.5166666666666667,Positive
11,9,170,Your mentor does a necessary follow-up with an assigned task to you.,0,0,1,1,7,4.67 / 93.33,TYBSC ,BACHELOR OF SCIENCE,4.67,Excellent work on Your mentor does a necessary follow-up with an assigned task to you.. Very satisfied.,0.5499999999999999,Positive
12,9,170,The teachers illustrate the concepts through examples and applications.,0,0,0,1,8,4.89 / 97.78,TYBSC ,BACHELOR OF SCIENCE,4.89,Excellent work on The teachers illustrate the concepts through examples and applications.. Very satisfied.,0.825,Positive
13,9,170,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,1,0,1,7,4.56 / 91.11,TYBSC ,BACHELOR OF SCIENCE,4.56,Excellent work on The teachers identify your strengths and encourage you to provide the proper level of challenges.. Very satisfied.,0.5499999999999999,Positive
14,9,170,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,0,2,5,4.00 / 80.00,TYBSC ,BACHELOR OF SCIENCE,4.0,Excellent work on Teachers are able to identify your weaknesses and help you to overcome them.. Very satisfied.,0.7166666666666667,Positive
15,9,170,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,2,7,4.78 / 95.56,TYBSC ,BACHELOR OF SCIENCE,4.78,"Excellent work on The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.. Very satisfied.",0.825,Positive
16,9,170,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,0,0,2,6,4.33 / 86.67,TYBSC ,BACHELOR OF SCIENCE,4.33,"Excellent work on The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.. Very satisfied.",0.5499999999999999,Positive
17,9,170,Teachers encourage you to participate in extracurricular activities.,0,0,0,3,6,4.67 / 93.33,TYBSC ,BACHELOR OF SCIENCE,4.67,Excellent work on Teachers encourage you to participate in extracurricular activities.. Very satisfied.,0.825,Positive
18,9,170,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,2,6,4.56 / 91.11,TYBSC ,BACHELOR OF SCIENCE,4.56,"Excellent work on Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.. Very satisfied.",0.48750000000000004,Positive
19,9,170,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,1,3,5,4.44 / 88.89,TYBSC ,BACHELOR OF SCIENCE,4.44,"Excellent work on What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?. Very satisfied.",0.5499999999999999,Positive
20,9,170,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,2,6,4.56 / 91.11,TYBSC ,BACHELOR OF SCIENCE,4.56,Excellent work on The overall quality of the teaching-learning process in your institute is very good.. Very satisfied.,0.64,Positive
